Day,Hour,Keypresses
2021-03-29,16,2246
2021-03-29,17,1097
2021-03-29,21,579
2021-03-29,22,5321
2021-03-29,23,2075
2021-03-30,0,1162
2021-03-30,1,26
2021-03-30,8,908
2021-03-30,9,2797
2021-03-30,10,6813
2021-03-30,11,5340
2021-03-30,12,3726
2021-03-30,13,753
2021-03-30,14,6834
2021-03-30,15,4437
2021-03-30,16,5414
2021-03-30,17,4543
2021-03-30,18,4668
2021-03-30,19,8185
2021-03-30,20,128
2021-03-30,21,809
2021-03-30,22,2061
2021-03-30,23,1129
2021-03-31,0,4291
2021-03-31,1,1308
2021-03-31,10,3021
2021-03-31,11,5048
2021-03-31,12,2414
2021-03-31,13,0
2021-03-31,14,6097
2021-03-31,15,5865
2021-03-31,16,10055
2021-03-31,17,2916
2021-03-31,18,1408
2021-03-31,19,1021
2021-03-31,20,3331
2021-03-31,21,2898
2021-03-31,22,3850
2021-03-31,23,3390
2021-04-01,0,4240
2021-04-01,1,3705
2021-04-01,2,1336
2021-04-01,3,1
2021-04-01,12,1327
2021-04-01,13,3511
2021-04-01,14,2014
2021-04-01,15,703
2021-04-01,17,1265
2021-04-01,18,6165
2021-04-01,19,1645
2021-04-01,21,45
2021-04-01,22,3294
2021-04-01,23,6350
2021-04-02,0,2450
2021-04-02,1,967
2021-04-02,11,1754
2021-04-02,12,1468
2021-04-02,13,3092
2021-04-02,14,1066
2021-04-02,16,94
2021-04-02,17,4531
2021-04-02,18,159
2021-04-02,19,0
2021-04-02,20,769
2021-04-02,21,5735
2021-04-02,22,3484
2021-04-02,23,3566
2021-04-03,0,5559
2021-04-03,1,6987
2021-04-03,2,5916
2021-04-03,3,769
2021-04-03,12,2
2021-04-03,13,887
2021-04-03,14,3089
2021-04-03,15,2768
2021-04-03,16,4182
2021-04-03,17,3252
2021-04-03,18,3709
2021-04-04,1,564
2021-04-04,2,1092
2021-04-04,3,3683
2021-04-04,16,1848
2021-04-05,0,88
2021-04-05,1,3959
2021-04-05,2,5019
2021-04-05,10,3389
2021-04-05,11,6415
2021-04-05,12,1786
2021-04-05,13,184
2021-04-05,14,2891
2021-04-05,15,2662
2021-04-05,16,6702
2021-04-05,17,3617
2021-04-05,18,1
2021-04-05,20,861
2021-04-05,21,3464
2021-04-05,22,4915
2021-04-05,23,2969
2021-04-06,0,3761
2021-04-06,1,1958
2021-04-06,2,3395
2021-04-06,3,50
2021-04-06,8,1868
2021-04-06,9,6027
2021-04-06,10,2995
2021-04-06,11,3440
2021-04-06,12,682
2021-04-06,13,3681
2021-04-06,14,5841
2021-04-06,15,5542
2021-04-06,16,4877
2021-04-06,17,2066
2021-04-06,18,570
2021-04-06,19,2281
2021-04-06,20,5605
2021-04-06,21,4211
2021-04-06,22,4296
2021-04-06,23,5167
2021-04-07,0,3278
2021-04-07,1,819
2021-04-07,10,3452
2021-04-07,11,4083
2021-04-07,12,2801
2021-04-07,13,2080
2021-04-07,14,7062
2021-04-07,15,6168
2021-04-07,16,8329
2021-04-07,17,6516
2021-04-07,18,573
2021-04-07,19,3588
2021-04-07,20,2926
2021-04-07,21,165
2021-04-07,22,5080
2021-04-07,23,5748
2021-04-08,0,914
2021-04-08,1,7044
2021-04-08,2,2652
2021-04-08,12,33
2021-04-08,13,1279
2021-04-08,16,606
2021-04-08,17,1957
2021-04-08,18,2730
2021-04-08,19,4629
2021-04-08,20,4089
2021-04-08,21,3826
2021-04-08,22,4073
2021-04-08,23,3180
2021-04-09,0,3771
2021-04-09,1,46
2021-04-09,2,0
2021-04-09,3,0
2021-04-09,4,0
2021-04-09,5,0
2021-04-09,6,0
2021-04-09,7,0
2021-04-09,8,0
2021-04-09,9,0
2021-04-09,10,0
2021-04-09,11,0
2021-04-09,12,2085
2021-04-09,13,179
2021-04-11,14,1705
2021-04-11,15,2628
2021-04-11,16,3329
2021-04-11,17,2171
2021-04-11,18,0
2021-04-11,19,1598
2021-04-11,20,350
2021-04-11,21,1389
2021-04-11,22,2946
2021-04-11,23,0
2021-04-12,10,3671
2021-04-12,11,6262
2021-04-12,12,434
2021-04-12,13,56
2021-04-12,14,5195
2021-04-12,15,3185
2021-04-12,16,5362
2021-04-12,17,1735
2021-04-12,18,2595
2021-04-12,19,3027
2021-04-12,20,2999
2021-04-12,21,2890
2021-04-12,22,5200
2021-04-12,23,2585
2021-04-13,0,4885
2021-04-13,1,45
2021-04-13,8,2614
2021-04-13,9,2283
2021-04-13,10,577
2021-04-13,11,1332
2021-04-13,12,634
2021-04-13,13,2
2021-04-13,14,3941
2021-04-13,15,3404
2021-04-13,16,4966
2021-04-13,17,691
2021-04-13,18,0
2021-04-13,19,0
2021-04-13,20,262
2021-04-13,21,4173
2021-04-13,22,6437
2021-04-13,23,6167
2021-04-14,0,1869
2021-04-14,10,3658
2021-04-14,11,6502
2021-04-14,12,40
2021-04-14,13,847
2021-04-14,14,442
2021-04-14,15,432
2021-04-14,16,175
2021-04-14,17,239
2021-04-14,21,2923
2021-04-14,22,6127
2021-04-14,23,5080
2021-04-15,0,2788
2021-04-15,1,206
2021-04-15,12,22
2021-04-15,13,3330
2021-04-15,14,1936
2021-04-15,15,9841
2021-04-15,16,6777
2021-04-15,17,4656
2021-04-15,18,1796
2021-04-15,19,2230
2021-04-15,20,3777
2021-04-15,21,1695
2021-04-15,22,6199
2021-04-15,23,733
2021-04-16,0,75
2021-04-16,11,43
2021-04-16,12,0
2021-04-16,13,1544
2021-04-16,14,362
2021-04-16,15,1832
2021-04-16,16,285
2021-04-16,17,275
2021-04-16,19,1
2021-04-16,20,2875
2021-04-16,21,4576
2021-04-16,22,4975
2021-04-16,23,1597
2021-04-17,0,1353
2021-04-17,1,50
2021-04-17,2,75
2021-04-17,3,207
2021-04-17,4,2133
2021-04-17,5,1533
2021-04-17,14,59
2021-04-17,15,1884
2021-04-17,16,2146
2021-04-17,17,4447
2021-04-17,18,0
2021-04-17,19,0
2021-04-17,20,21
2021-04-17,21,81
2021-04-17,22,278
2021-04-17,23,1147
2021-04-18,0,2280
2021-04-18,1,3983
2021-04-18,2,4517
2021-04-18,15,506
2021-04-18,16,2214
2021-04-18,17,3441
2021-04-18,18,2842
2021-04-18,19,3457
2021-04-18,20,2324
2021-04-18,21,0
2021-04-18,22,5496
2021-04-18,23,3673
2021-04-19,0,0
2021-04-19,14,904
2021-04-19,15,3551
2021-04-19,16,4880
2021-04-19,17,3472
2021-04-19,18,4933
2021-04-19,19,1357
2021-04-19,20,3964
2021-04-19,21,4124
2021-04-19,22,4478
2021-04-19,23,5248
2021-04-20,0,430
2021-04-20,10,20
2021-04-20,11,2443
2021-04-20,12,3981
2021-04-20,13,4704
2021-04-20,14,3404
2021-04-20,15,3035
2021-04-20,16,3792
2021-04-20,17,4894
2021-04-20,18,3540
2021-04-20,19,2887
2021-04-20,20,5500
2021-04-20,21,7668
2021-04-20,22,3157
2021-04-20,23,5004
2021-04-21,0,4464
2021-04-21,1,2390
2021-04-21,10,60
2021-04-21,11,2713
2021-04-21,12,6712
2021-04-21,13,5759
2021-04-21,14,4907
2021-04-21,15,2322
2021-04-21,16,2956
2021-04-21,17,1555
2021-04-21,18,1637
2021-04-22,2,3143
2021-04-22,3,0
2021-04-22,13,135
2021-04-22,14,805
2021-04-22,15,6577
2021-04-22,16,1737
2021-04-22,17,3095
2021-04-22,18,5491
2021-04-22,19,1590
2021-04-22,20,600
2021-04-22,21,198
2021-04-22,22,3409
2021-04-22,23,1861
2021-04-23,0,2696
2021-04-23,1,222
2021-04-23,10,1
2021-04-23,11,201
2021-04-23,12,201
2021-04-23,13,220
2021-04-23,14,3587
2021-04-23,15,18
2021-04-23,17,895
2021-04-23,18,319
2021-04-23,19,0
2021-04-23,20,0
2021-04-23,21,0
2021-04-23,22,2692
2021-04-23,23,1672
2021-04-24,0,16
2021-04-24,11,2
2021-04-24,12,1
2021-04-24,13,247
2021-04-24,14,4749
2021-04-24,15,5116
2021-04-24,16,9066
2021-04-24,17,6596
2021-04-24,18,2307
2021-04-24,19,1291
2021-04-24,20,3862
2021-04-24,21,3331
2021-04-24,22,1
2021-04-24,23,200
2021-04-25,0,404
2021-04-25,1,447
2021-04-25,2,127
2021-04-25,3,0
2021-04-25,15,1176
2021-04-25,16,1284
2021-04-25,17,285
2021-04-25,18,262
2021-04-25,19,529
2021-04-25,20,1
2021-04-25,21,0
2021-04-25,22,0
2021-04-25,23,82
2021-04-26,0,1335
2021-04-26,1,0
2021-04-26,2,0
2021-04-26,3,0
2021-04-26,4,0
2021-04-26,5,0
2021-04-26,6,0
2021-04-26,7,0
2021-04-26,8,0
2021-04-26,9,0
2021-04-26,10,0
2021-04-26,11,0
2021-04-26,12,0
2021-04-26,15,437
2021-04-26,16,163
2021-04-26,17,522
2021-04-26,18,3110
2021-04-26,19,26
2021-04-26,20,835
2021-04-26,21,3945
2021-04-26,22,1685
2021-04-26,23,191
2021-04-27,0,102
2021-04-27,1,105
2021-04-27,2,273
2021-04-27,3,2817
2021-04-27,13,0
2021-04-27,14,0
2021-04-27,15,586
2021-04-27,16,2469
2021-04-27,21,4
2021-04-27,22,1985
2021-04-27,23,4025
2021-04-28,0,5229
2021-04-28,1,4132
2021-04-28,2,4526
2021-04-28,3,543
2021-04-28,13,505
2021-04-28,14,0
2021-04-29,19,13
2021-04-29,20,301
2021-04-29,21,0
2021-04-29,22,0
2021-04-29,23,0
2021-04-30,0,89
2021-04-30,1,32
2021-04-30,2,0
2021-04-30,3,0
2021-04-30,4,0
2021-04-30,5,0
2021-04-30,6,0
2021-04-30,7,0
2021-04-30,8,0
2021-04-30,9,26
2021-04-30,23,5190
2021-05-01,0,1020
2021-05-01,17,14
2021-05-01,23,28
2021-05-02,0,35
2021-05-02,1,0
2021-05-02,2,0
2021-05-02,3,0
2021-05-02,4,0
2021-05-02,5,0
2021-05-02,6,0
2021-05-02,7,0
2021-05-02,8,15
2021-05-02,22,2081
2021-05-02,23,389
2021-05-03,9,45
2021-05-03,10,5863
2021-05-03,11,2027
2021-05-03,12,1418
2021-05-03,13,95
2021-05-03,14,612
2021-05-03,15,1977
2021-05-03,16,915
2021-05-03,17,185
2021-05-03,18,0
2021-05-03,19,1970
2021-05-03,20,2414
2021-05-03,21,1888
2021-05-03,22,817
2021-05-03,23,4126
2021-05-04,0,586
2021-05-04,10,935
2021-05-04,11,2596
2021-05-04,12,181
2021-05-04,13,2581
2021-05-04,21,3204
2021-05-04,22,9103
2021-05-04,23,915
2021-05-05,0,0
2021-05-05,1,0
2021-05-05,2,0
2021-05-05,3,0
2021-05-05,4,0
2021-05-05,5,0
2021-05-05,6,0
2021-05-05,7,0
2021-05-05,8,0
2021-05-05,9,0
2021-05-05,10,0
2021-05-05,11,0
2021-05-05,12,0
2021-05-05,13,0
2021-05-05,14,0
2021-05-05,15,0
2021-05-05,16,0
2021-05-05,17,0
2021-05-05,18,0
2021-05-05,19,0
2021-05-05,20,0
2021-05-05,21,0
2021-05-05,22,0
2021-05-05,23,0
2021-05-06,0,0
2021-05-06,1,0
2021-05-06,2,0
2021-05-06,3,0
2021-05-06,4,0
2021-05-06,5,0
2021-05-06,6,0
2021-05-06,7,0
2021-05-06,8,0
2021-05-06,9,251
2021-05-06,10,1924
2021-05-06,11,4710
2021-05-06,12,0
2021-05-06,13,2648
2021-05-06,14,3575
2021-05-06,15,3490
2021-05-06,16,2552
2021-05-06,17,2535
2021-05-06,19,62
2021-05-06,20,9
2021-05-06,21,121
2021-05-06,22,0
2021-05-06,23,9
2021-05-07,0,2
2021-05-07,1,0
2021-05-07,2,0
2021-05-07,3,0
2021-05-07,4,0
2021-05-07,5,0
2021-05-07,6,0
2021-05-07,7,0
2021-05-07,8,0
2021-05-07,9,22
2021-05-07,10,1198
2021-05-07,11,2298
2021-05-07,12,3572
2021-05-07,13,3986
2021-05-07,14,6251
2021-05-07,15,497
2021-05-07,16,99
2021-05-07,17,1879
2021-05-07,18,904
2021-05-07,19,0
2021-05-07,20,0
2021-05-07,21,0
2021-05-07,22,0
2021-05-07,23,648
2021-05-08,0,0
2021-05-08,1,35
2021-05-08,2,187
2021-05-08,3,0
2021-05-08,4,0
2021-05-08,5,0
2021-05-08,6,0
2021-05-08,7,0
2021-05-08,8,0
2021-05-08,9,0
2021-05-08,10,0
2021-05-08,11,0
2021-05-08,12,0
2021-05-08,13,24
2021-05-08,14,0
2021-05-08,15,0
2021-05-08,16,0
2021-05-08,17,0
2021-05-08,18,0
2021-05-08,19,2
2021-05-08,20,0
2021-05-08,21,4845
2021-05-08,22,1974
2021-05-08,23,2769
2021-05-09,0,2566
2021-05-09,1,451
2021-05-09,2,19
2021-05-09,3,0
2021-05-09,4,0
2021-05-09,5,0
2021-05-09,6,0
2021-05-09,7,0
2021-05-09,8,0
2021-05-09,9,13
2021-05-09,10,0
2021-05-09,11,0
2021-05-09,12,0
2021-05-09,13,0
2021-05-09,14,0
2021-05-09,15,0
2021-05-09,16,0
2021-05-09,17,43
2021-05-09,18,314
2021-05-09,21,0
2021-05-10,0,36
2021-05-10,8,3
2021-05-10,9,76
2021-05-10,10,5292
2021-05-10,11,3524
2021-05-10,12,4275
2021-05-10,13,3675
2021-05-10,14,2720
2021-05-10,15,3514
2021-05-10,16,1889
2021-05-10,17,0
2021-05-10,18,866
2021-05-10,19,3190
2021-05-10,20,3391
2021-05-10,21,1655
2021-05-10,22,4356
2021-05-10,23,3589
2021-05-11,8,0
2021-05-11,10,2235
2021-05-11,11,3015
2021-05-11,12,3926
2021-05-11,13,3731
2021-05-11,14,2097
2021-05-11,15,700
2021-05-11,16,1233
2021-05-11,17,2986
2021-05-11,22,2930
2021-05-11,23,2382
2021-05-12,0,1243
2021-05-12,1,2607
2021-05-12,11,807
2021-05-12,12,4346
2021-05-12,13,3043
2021-05-12,14,5787
2021-05-12,15,2763
2021-05-12,16,2371
2021-05-12,17,3146
2021-05-12,18,2394
2021-05-12,19,0
2021-05-12,20,0
2021-05-12,21,2832
2021-05-12,22,4548
2021-05-12,23,4888
2021-05-13,0,1580
2021-05-13,9,0
2021-05-13,10,3044
2021-05-13,11,1051
2021-05-13,12,2232
2021-05-13,13,3668
2021-05-13,14,3780
2021-05-13,15,3509
2021-05-13,16,2782
2021-05-13,17,1370
2021-05-13,18,185
2021-05-13,19,0
2021-05-13,20,0
2021-05-13,21,2051
2021-05-13,22,5261
2021-05-13,23,3595
2021-05-14,0,0
2021-05-14,10,1501
2021-05-14,11,5128
2021-05-14,12,3006
2021-05-14,13,3037
2021-05-14,14,1594
2021-05-14,15,3742
2021-05-14,16,3609
2021-05-14,17,3198
2021-05-14,18,3804
2021-05-14,19,148
2021-05-14,20,0
2021-05-14,21,0
2021-05-14,22,0
2021-05-14,23,0
2021-05-15,0,0
2021-05-15,1,0
2021-05-15,2,0
2021-05-15,3,0
2021-05-15,4,0
2021-05-15,5,0
2021-05-15,6,0
2021-05-15,7,0
2021-05-15,8,0
2021-05-15,9,0
2021-05-15,10,0
2021-05-15,11,0
2021-05-15,12,0
2021-05-15,13,0
2021-05-15,14,0
2021-05-15,15,0
2021-05-15,16,0
2021-05-15,17,0
2021-05-15,18,0
2021-05-15,19,0
2021-05-15,20,0
2021-05-15,21,0
2021-05-15,22,0
2021-05-15,23,0
2021-05-16,0,0
2021-05-16,13,501
2021-05-16,14,1379
2021-05-16,15,1687
2021-05-16,16,412
2021-05-16,17,15
2021-05-16,18,227
2021-05-16,19,15
2021-05-16,20,0
2021-05-16,21,53
2021-05-16,22,680
2021-05-16,23,2170
2021-05-17,0,848
2021-05-17,9,399
2021-05-17,10,2405
2021-05-17,11,2354
2021-05-17,12,2487
2021-05-17,13,3800
2021-05-17,14,2235
2021-05-17,15,5868
2021-05-17,16,2488
2021-05-17,17,1034
2021-05-17,18,704
2021-05-17,19,1022
2021-05-17,20,210
2021-05-17,21,3574
2021-05-17,22,2129
2021-05-17,23,4224
2021-05-18,0,3223
2021-05-18,9,1
2021-05-18,10,2355
2021-05-18,11,6398
2021-05-18,12,3679
2021-05-18,13,4732
2021-05-18,14,2417
2021-05-18,15,3306
2021-05-18,22,1213
2021-05-18,23,4798
2021-05-19,0,1141
2021-05-19,10,795
2021-05-19,11,4253
2021-05-19,12,3784
2021-05-19,13,3578
2021-05-19,14,3133
2021-05-19,15,1166
2021-05-19,16,3557
2021-05-19,17,2297
2021-05-19,18,293
2021-05-19,19,1719
2021-05-19,20,0
2021-05-19,21,473
2021-05-19,22,4691
2021-05-19,23,4288
2021-05-20,0,4231
2021-05-20,1,2037
2021-05-20,10,13
2021-05-20,11,4944
2021-05-20,12,2547
2021-05-20,13,3059
2021-05-20,14,1611
2021-05-20,15,1878
2021-05-20,16,4815
2021-05-20,17,2364
2021-05-20,18,2701
2021-05-20,19,213
2021-05-20,20,67
2021-05-20,21,0
2021-05-20,22,0
2021-05-20,23,217
2021-05-21,0,2260
2021-05-21,1,11
2021-05-21,10,786
2021-05-21,11,1108
2021-05-21,12,1890
2021-05-21,13,3086
2021-05-21,14,2131
2021-05-21,15,3533
2021-05-21,16,2815
2021-05-21,17,3263
2021-05-21,18,0
2021-05-22,15,562
2021-05-22,16,261
2021-05-22,17,426
2021-05-22,18,33
2021-05-22,19,4648
2021-05-22,20,2990
2021-05-22,21,2400
2021-05-22,22,3796
2021-05-22,23,4625
2021-05-23,0,3419
2021-05-23,1,78
2021-05-23,14,1090
2021-05-23,15,1203
2021-05-23,16,1673
2021-05-23,17,740
2021-05-23,18,871
2021-05-23,19,4472
2021-05-23,20,3407
2021-05-23,21,2803
2021-05-23,22,412
2021-05-23,23,7
2021-05-24,0,0
2021-05-24,1,0
2021-05-24,2,0
2021-05-24,3,0
2021-05-24,4,0
2021-05-24,5,0
2021-05-24,6,0
2021-05-24,7,0
2021-05-24,8,0
2021-05-24,9,0
2021-05-24,10,56
2021-05-24,11,3203
2021-05-24,12,2240
2021-05-24,13,2074
2021-05-24,14,2358
2021-05-24,15,617
2021-05-24,16,1692
2021-05-24,17,3502
2021-05-24,18,814
2021-05-24,19,3393
2021-05-24,20,3948
2021-05-24,21,5061
2021-05-24,22,6331
2021-05-24,23,1549
2021-05-25,0,617
2021-05-25,1,0
2021-05-25,2,0
2021-05-25,3,0
2021-05-25,4,0
2021-05-25,5,0
2021-05-25,6,0
2021-05-25,7,0
2021-05-25,8,0
2021-05-25,9,0
2021-05-25,10,2030
2021-05-25,11,1884
2021-05-25,12,1064
2021-05-25,13,1333
2021-05-25,14,1458
2021-05-25,15,3767
2021-05-25,16,2444
2021-05-25,17,3683
2021-05-25,18,2709
2021-05-25,19,98
2021-05-25,20,5354
2021-05-25,21,9574
2021-05-25,22,5227
2021-05-25,23,5153
2021-05-26,10,12
2021-05-26,11,568
2021-05-26,12,1529
2021-05-26,13,3555
2021-05-26,14,2666
2021-05-26,15,1192
2021-05-26,16,3393
2021-05-26,17,3866
2021-05-26,20,1649
2021-05-26,21,3539
2021-05-26,22,9783
2021-05-26,23,7102
2021-05-27,0,1637
2021-05-27,9,187
2021-05-27,10,18
2021-05-27,11,2331
2021-05-27,12,3013
2021-05-27,13,2535
2021-05-27,14,1344
2021-05-27,15,3906
2021-05-27,16,4612
2021-05-27,17,3047
2021-05-27,18,0
2021-05-27,20,35
2021-05-27,21,9
2021-05-27,22,0
2021-05-28,10,1043
2021-05-28,11,5340
2021-05-28,12,3515
2021-05-28,13,3395
2021-05-28,14,1294
2021-05-28,15,1865
2021-05-28,16,2296
2021-05-28,17,3656
2021-05-28,18,3709
2021-05-29,12,2248
2021-05-29,13,819
2021-05-29,14,2222
2021-05-29,15,261
2021-05-29,22,695
2021-05-29,23,12045
2021-05-30,0,73
2021-05-30,12,1893
2021-05-30,13,962
2021-05-30,14,2756
2021-05-30,15,2729
2021-05-30,16,4936
2021-05-30,17,4746
2021-05-30,18,4616
2021-05-30,19,5429
2021-05-30,21,17
2021-05-30,22,769
2021-05-30,23,71
2021-05-31,0,4617
2021-05-31,1,214
2021-05-31,13,2
2021-06-01,9,780
2021-06-01,10,3482
2021-06-01,11,3948
2021-06-01,12,1170
2021-06-01,13,1250
2021-06-01,14,2212
2021-06-01,15,811
2021-06-01,16,3533
2021-06-01,17,1082
2021-06-01,18,366
2021-06-01,19,30
2021-06-01,21,367
2021-06-01,22,322
2021-06-01,23,5476
2021-06-02,0,1011
2021-06-02,10,2835
2021-06-02,11,3876
2021-06-02,12,3835
2021-06-02,13,4160
2021-06-02,14,2678
2021-06-02,15,6000
2021-06-02,16,3922
2021-06-02,17,1330
2021-06-02,22,1
2021-06-02,23,7282
2021-06-03,0,1339
2021-06-03,1,18
2021-06-03,9,59
2021-06-03,10,4115
2021-06-03,11,2958
2021-06-03,12,3227
2021-06-03,13,3283
2021-06-03,14,3433
2021-06-03,15,2324
2021-06-03,16,3858
2021-06-03,17,5931
2021-06-03,19,966
2021-06-03,20,11
2021-06-03,21,33
2021-06-03,22,5843
2021-06-03,23,3144
2021-06-04,0,1567
2021-06-04,1,4506
2021-06-04,2,339
2021-06-04,9,473
2021-06-04,10,2366
2021-06-04,11,4011
2021-06-04,12,472
2021-06-04,13,2896
2021-06-04,14,4694
2021-06-04,15,4050
2021-06-04,16,3463
2021-06-04,17,5159
2021-06-04,18,3728
2021-06-04,19,0
2021-06-04,20,0
2021-06-04,21,0
2021-06-04,22,4365
2021-06-04,23,3208
2021-06-05,0,2258
2021-06-05,1,27
2021-06-05,9,1674
2021-06-05,10,177
2021-06-06,1,196
2021-06-06,2,888
2021-06-06,3,0
2021-06-07,14,3530
2021-06-07,15,2468
2021-06-07,16,2093
2021-06-07,17,535
2021-06-07,21,231
2021-06-07,22,1031
2021-06-07,23,171
2021-06-08,10,1512
2021-06-08,11,4415
2021-06-08,12,1995
2021-06-08,13,3681
2021-06-08,14,1209
2021-06-08,15,6109
2021-06-08,16,1822
2021-06-08,17,1490
2021-06-08,18,3257
2021-06-09,12,1250
2021-06-09,13,2362
2021-06-09,14,2278
2021-06-09,15,1249
2021-06-09,16,1909
2021-06-09,17,1322
2021-06-10,11,3645
2021-06-10,12,2875
2021-06-10,13,4192
2021-06-10,14,2131
2021-06-10,15,888
2021-06-10,16,1929
2021-06-10,17,2279
2021-06-10,18,0
2021-06-10,19,0
2021-06-10,20,185
2021-06-10,21,2299
2021-06-10,22,788
2021-06-11,10,3
2021-06-11,11,3046
2021-06-11,12,1720
2021-06-11,13,0
2021-06-11,14,0
2021-06-11,15,0
2021-06-11,16,0
2021-06-11,17,4049
2021-06-11,18,417
2021-06-11,20,59
2021-06-11,21,37
2021-06-12,0,225
2021-06-12,22,130
2021-06-12,23,1956
2021-06-13,0,44
2021-06-13,1,0
2021-06-13,2,0
2021-06-13,3,0
2021-06-13,4,0
2021-06-13,5,0
2021-06-13,6,0
2021-06-13,7,0
2021-06-13,8,0
2021-06-13,9,0
2021-06-13,10,0
2021-06-13,11,0
2021-06-13,12,0
2021-06-13,13,0
2021-06-13,14,0
2021-06-13,15,0
2021-06-13,16,0
2021-06-13,17,0
2021-06-13,18,0
2021-06-13,19,0
2021-06-13,20,688
2021-06-13,21,866
2021-06-13,22,129
2021-06-13,23,354
2021-06-14,0,935
2021-06-14,1,0
2021-06-14,2,0
2021-06-14,3,0
2021-06-14,4,0
2021-06-14,5,0
2021-06-14,6,0
2021-06-14,7,0
2021-06-14,8,0
2021-06-14,9,0
2021-06-14,10,0
2021-06-14,11,1384
2021-06-14,12,1454
2021-06-14,13,1347
2021-06-14,14,1578
2021-06-14,15,2250
2021-06-14,16,1125
2021-06-14,17,461
2021-06-14,19,911
2021-06-14,20,0
2021-06-14,21,1614
2021-06-14,22,2467
2021-06-14,23,3454
2021-06-15,0,2307
2021-06-15,10,0
2021-06-15,11,5340
2021-06-15,12,4287
2021-06-15,13,750
2021-06-15,14,3152
2021-06-15,15,1754
2021-06-15,17,65
2021-06-15,18,976
2021-06-15,19,1519
2021-06-15,20,4631
2021-06-15,21,2638
2021-06-15,22,951
2021-06-15,23,4292
2021-06-16,0,422
2021-06-16,1,169
2021-06-16,9,433
2021-06-16,10,5390
2021-06-16,11,2619
2021-06-16,12,3896
2021-06-16,13,2783
2021-06-16,14,4795
2021-06-16,16,11
2021-06-16,17,4116
2021-06-16,18,1575
2021-06-16,19,328
2021-06-16,20,36
2021-06-16,21,3331
2021-06-16,22,4299
2021-06-16,23,5098
2021-06-17,0,913
2021-06-17,1,524
2021-06-17,2,569
2021-06-17,3,68
2021-06-17,10,746
2021-06-17,11,809
2021-06-17,12,1092
2021-06-17,13,1144
2021-06-17,14,2993
2021-06-17,15,193
2021-06-17,16,588
2021-06-17,17,2751
2021-06-17,18,1885
2021-06-17,19,3769
2021-06-17,20,2499
2021-06-17,21,2406
2021-06-17,22,2083
2021-06-17,23,278
2021-06-18,0,0
2021-06-18,1,0
2021-06-18,2,0
2021-06-18,3,0
2021-06-18,4,0
2021-06-18,5,0
2021-06-18,6,0
2021-06-18,7,123
2021-06-18,8,0
2021-06-18,9,1884
2021-06-18,10,328
2021-06-18,11,1801
2021-06-18,12,161
2021-06-18,19,8
2021-06-18,20,0
2021-06-18,21,4599
2021-06-18,22,982
2021-06-18,23,1169
2021-06-19,0,648
2021-06-19,1,0
2021-06-19,2,0
2021-06-19,3,0
2021-06-19,4,0
2021-06-19,5,0
2021-06-19,6,0
2021-06-19,7,0
2021-06-19,8,0
2021-06-19,10,553
2021-06-19,11,1315
2021-06-19,12,1434
2021-06-19,13,655
2021-06-19,14,340
2021-06-19,15,313
2021-06-19,16,0
2021-06-20,2,1329
2021-06-20,3,328
2021-06-20,4,0
2021-06-20,5,0
2021-06-20,6,0
2021-06-20,7,0
2021-06-20,8,0
2021-06-20,9,0
2021-06-20,10,0
2021-06-20,14,373
2021-06-20,15,1775
2021-06-20,16,2268
2021-06-20,17,2127
2021-06-20,18,234
2021-06-20,23,673
2021-06-21,0,149
2021-06-21,1,0
2021-06-21,2,0
2021-06-21,3,0
2021-06-21,4,0
2021-06-21,5,0
2021-06-21,6,0
2021-06-21,7,0
2021-06-21,8,0
2021-06-21,9,0
2021-06-21,10,23
2021-06-21,11,163
2021-06-21,13,1348
2021-06-21,14,2121
2021-06-21,15,971
2021-06-21,16,1437
2021-06-21,17,612
2021-06-21,18,1143
2021-06-21,19,2544
2021-06-21,20,1012
2021-06-21,21,3421
2021-06-21,22,4206
2021-06-21,23,954
2021-06-22,0,2944
2021-06-22,1,1541
2021-06-22,2,233
2021-06-22,3,0
2021-06-22,6,0
2021-06-22,9,187
2021-06-22,10,253
2021-06-22,11,2720
2021-06-22,12,3122
2021-06-22,13,1706
2021-06-22,14,2307
2021-06-22,15,5818
2021-06-22,16,3207
2021-06-22,17,820
2021-06-22,18,30
2021-06-22,19,0
2021-06-22,20,0
2021-06-22,21,0
2021-06-22,22,1578
2021-06-22,23,2130
2021-06-23,0,580
2021-06-23,1,981
2021-06-23,2,550
2021-06-23,3,0
2021-06-23,4,0
2021-06-23,5,0
2021-06-23,6,0
2021-06-23,7,0
2021-06-23,8,0
2021-06-23,9,0
2021-06-23,10,29
2021-06-23,11,3552
2021-06-23,12,2786
2021-06-23,13,2046
2021-06-23,14,1517
2021-06-23,15,3394
2021-06-23,16,1881
2021-06-23,17,1968
2021-06-23,18,1029
2021-06-23,19,3398
2021-06-23,20,0
2021-06-23,21,337
2021-06-23,22,1326
2021-06-23,23,40
2021-06-24,0,922
2021-06-24,1,8
2021-06-24,2,0
2021-06-24,3,0
2021-06-24,4,0
2021-06-24,5,0
2021-06-24,6,0
2021-06-24,7,0
2021-06-24,8,0
2021-06-24,9,0
2021-06-24,11,891
2021-06-24,12,1140
2021-06-24,13,16
2021-06-24,14,2184
2021-06-24,15,1976
2021-06-24,16,2271
2021-06-24,19,353
2021-06-24,20,3995
